category,state,price,year,avg_rating,business_suggestion
Insulation materials store,NM,*,2020,4.19,Recommended
Small engine repair service,MS,**,2021,4.00,Recommended
Auto parts store,NM,**,2021,4.19,Recommended
Appliance repair service,Unknown,**,2015,4.39,Recommended
Used office furniture store,MS,**,2020,2.58,Discreet
Breakfast restaurant,NM,*,2019,3.88,Recommended
Delivery Restaurant,WA,*,2018,3.97,Recommended
Wi-Fi spot,NM,*,2015,4.33,Recommended
Bar & grill,AL,****,2016,3.85,Recommended
Seafood market,AL,**,2015,4.14,Recommended
Bedroom furniture store,NH,***,2017,3.67,Recommended
Sushi takeaway,WA,*,2020,4.46,Recommended
Internet cafe,AL,*,2019,4.57,Highly recommended
Discount store,NH,*,2019,4.07,Recommended
Mattress store,AL,***,2018,4.41,Recommended
Jamaican restaurant,WA,**,2021,4.45,Recommended
Appliance store,Unknown,*,2017,3.64,Recommended
Gas and automotive,WA,**,2017,4.56,Highly recommended
Work clothes store,WA,***,2019,4.16,Recommended
Plumbing supply store,MS,**,2019,4.78,Highly recommended
Bowling alley,WA,***,2017,3.92,Recommended
Pan-Asian restaurant,WA,*,2020,4.38,Recommended
Marketing consultant,MS,**,2020,5.00,Highly recommended
Lunch restaurant,NM,**,2017,4.37,Recommended
Engraver,AL,**,2019,5.00,Highly recommended
Commercial printer,NM,**,2017,4.84,Highly recommended
Tool wholesaler,AL,***,2016,1.00,Not recommended
Trailer supply store,MS,**,2017,4.00,Recommended
Down home cooking restaurant,AL,*,2021,4.45,Recommended
Diner,AL,*,2021,4.08,Recommended
Northern Italian restaurant,WA,**,2020,4.63,Highly recommended
Noodle shop,NM,**,2019,4.36,Recommended
Ballroom,WA,**,2020,4.75,Highly recommended
RV storage facility,AL,*,2020,2.96,Discreet
Sewing shop,WA,**,2015,3.61,Recommended
Cell phone accessory store,WA,*,2017,4.63,Highly recommended
Burrito restaurant,NM,*,2015,3.41,Discreet
Exhibit,WA,***,2016,3.74,Recommended
Property management company,WA,**,2019,4.38,Recommended
Digital printer,NH,*,2017,3.75,Recommended
Pizza delivery,WA,*,2016,3.43,Discreet
School supply store,NM,*,2017,3.95,Recommended
Outdoor sports store,MS,**,2016,4.00,Recommended
Logistics service,NM,**,2015,2.94,Discreet
Snack bar,NH,*,2016,4.42,Recommended
Window installation service,WA,*,2021,3.86,Recommended
Skin care clinic,NH,**,2020,4.29,Recommended
Car finance and loan company,AL,*,2018,4.18,Recommended
Falafel restaurant,WA,**,2017,4.34,Recommended
Boot store,NM,**,2016,4.30,Recommended
Gyro restaurant,MS,**,2020,4.47,Recommended
Sporting goods store,NH,**,2017,1.00,Not recommended
Cocktail bar,NM,**,2016,4.08,Recommended
Plus size clothing store,NM,*,2016,3.00,Discreet
Grocery store,NM,**,2016,3.97,Recommended
Sushi restaurant,WA,****,2021,4.40,Recommended
French restaurant,WA,****,2018,4.71,Highly recommended
Clothing alteration service,MS,***,2020,4.79,Highly recommended
Painting,MS,**,2017,4.66,Highly recommended
Bar,AL,***,2020,4.46,Recommended
Trailer supply store,AL,*,2020,3.27,Discreet
Eye care center,MS,*,2017,5.00,Highly recommended
Cabinet store,Unknown,*,2018,4.03,Recommended
Print shop,AL,**,2021,3.84,Recommended
Women's clothing store,MS,**,2018,4.32,Recommended
Restaurant or cafe,NM,**,2015,5.00,Highly recommended
Gastropub,MS,*,2019,4.66,Highly recommended
Logistics service,NM,***,2018,5.00,Highly recommended
Kosher restaurant,NM,*,2021,4.76,Highly recommended
Cigar shop,MS,**,2016,4.71,Highly recommended
Indian restaurant,NH,**,2021,4.47,Recommended
Juice shop,NH,*,2021,3.93,Recommended
Watch repair service,AL,**,2016,2.50,Discreet
Lumber store,WA,*,2020,4.21,Recommended
Glass cutting service,NM,**,2017,4.46,Recommended
Internet service provider,NH,**,2019,4.21,Recommended
Cell phone store,AL,**,2021,4.30,Recommended
Warehouse club,MS,*,2021,4.47,Recommended
Southern restaurant (US),WA,*,2016,4.33,Recommended
Ear piercing service,WA,**,2020,3.75,Recommended
Ballroom,WA,**,2015,5.00,Highly recommended
Security system supplier,WA,**,2019,4.25,Recommended
Dim sum restaurant,WA,**,2019,4.09,Recommended
Telephone company,WA,*,2016,3.85,Recommended
Mattress store,WA,***,2017,3.63,Recommended
Manufacturer,MS,**,2018,4.75,Highly recommended
Spanish restaurant,AL,*,2015,3.94,Recommended
Forklift rental service,NM,*,2019,3.50,Discreet
Wedding store,AL,*,2018,2.25,Discreet
Home improvement store,NM,***,2018,4.32,Recommended
Pan-Asian restaurant,NM,**,2021,3.98,Recommended
Fraternal organization,NM,*,2018,4.60,Highly recommended
Plus size clothing store,AL,*,2018,4.27,Recommended
Direct mail advertising,AL,**,2016,5.00,Highly recommended
Japanese regional restaurant,WA,***,2015,4.33,Recommended
Sports bar,MS,*,2017,4.41,Recommended
Taco restaurant,NH,**,2021,4.63,Highly recommended
Drug store,NH,**,2015,3.62,Recommended
Call center,WA,**,2020,4.75,Highly recommended
Espresso bar,AL,*,2017,4.48,Recommended
Event venue,AL,***,2018,4.46,Recommended
Chinese restaurant,WA,***,2017,3.52,Recommended
Discount store,AL,**,2021,3.94,Recommended
Outlet store,WA,*,2016,2.89,Discreet
Laundry service,AL,**,2020,4.50,Recommended
Cheesesteak restaurant,NM,*,2018,4.26,Recommended
Cell phone accessory store,WA,**,2019,3.79,Recommended
Ear piercing service,WA,**,2018,4.15,Recommended
Modern European restaurant,WA,****,2016,4.67,Highly recommended
Office supply store,AL,**,2019,3.81,Recommended
Live music bar,AL,**,2015,4.73,Highly recommended
Goldsmith,NM,**,2019,3.81,Recommended
Building materials supplier,NH,*,2019,4.17,Recommended
Lawn mower repair service,AL,***,2021,4.72,Highly recommended
Outdoor furniture store,NH,***,2020,4.42,Recommended
Seafood restaurant,NM,**,2016,4.05,Recommended
Hot dog stand,MS,**,2015,3.88,Recommended
Produce market,MS,*,2019,4.33,Recommended
Yarn store,NH,**,2021,4.37,Recommended
Breakfast restaurant,Unknown,**,2020,3.87,Recommended
Southeast Asian restaurant,MS,**,2015,4.47,Recommended
Asian fusion restaurant,MS,**,2021,4.37,Recommended
Tool rental service,NH,**,2017,3.67,Recommended
Greek restaurant,WA,**,2015,4.16,Recommended
Mailbox rental service,AL,**,2018,3.40,Discreet
Sugar shack,NH,*,2018,4.75,Highly recommended
Internet cafe,NH,**,2020,4.04,Recommended
General store,MS,**,2017,3.58,Recommended
Cafeteria,AL,*,2015,4.60,Highly recommended
Manufacturer,AL,***,2021,2.00,Not recommended
Furniture store,WA,*,2018,4.23,Recommended
Youth clothing store,NH,**,2016,4.22,Recommended
Dumpling restaurant,WA,**,2019,4.42,Recommended
Building materials supplier,WA,**,2020,4.73,Highly recommended
Shopping mall,NM,***,2019,3.58,Recommended
Winery,NM,**,2020,4.89,Highly recommended
Dessert restaurant,NH,***,2016,5.00,Highly recommended
Stadium,AL,**,2020,4.44,Recommended
Buffet restaurant,WA,**,2016,3.79,Recommended
Perfume store,NH,***,2017,3.69,Recommended
Convenience stores organization,NM,*,2016,2.00,Not recommended
Jeans shop,MS,*,2019,4.41,Recommended
Neapolitan restaurant,AL,**,2017,4.55,Highly recommended
Garden center,MS,*,2018,4.38,Recommended
Venezuelan restaurant,WA,**,2019,4.75,Highly recommended
Crab house,NM,**,2019,4.25,Recommended
Caterer,WA,****,2020,4.27,Recommended
Telephone company,WA,*,2017,3.75,Recommended
Work clothes store,WA,**,2019,4.08,Recommended
Wi-Fi spot,AL,*,2021,4.43,Recommended
Material handling equipment supplier,MS,**,2020,3.33,Discreet
Donut shop,Unknown,*,2021,4.11,Recommended
Pasta shop,NM,*,2016,3.33,Discreet
Non-profit organization,AL,*,2019,4.06,Recommended
Thai restaurant,WA,*,2015,4.32,Recommended
Grocery delivery service,NH,**,2021,4.09,Recommended
Outlet store,WA,***,2021,4.40,Recommended
Sporting goods store,NH,**,2016,5.00,Highly recommended
Supermarket,AL,*,2015,3.78,Recommended
Canoe & kayak store,NH,**,2019,3.82,Recommended
Hobby store,WA,***,2015,4.38,Recommended
Telephone company,NM,**,2020,4.01,Recommended
Sandwich shop,NM,**,2021,4.40,Recommended
Sandwich shop,Unknown,*,2020,4.02,Recommended
Soup kitchen,AL,*,2017,4.79,Highly recommended
Children's furniture store,MS,**,2019,4.20,Recommended
Department store,WA,*,2019,3.98,Recommended
Reptile store,NM,**,2019,4.35,Recommended
Variety store,NM,**,2018,3.93,Recommended
Wine bar,Unknown,**,2019,4.32,Recommended
Video store,NM,**,2020,4.09,Recommended
Equipment rental agency,WA,*,2020,4.05,Recommended
Izakaya restaurant,NM,**,2018,4.53,Highly recommended
Beer garden,WA,**,2021,4.57,Highly recommended
American restaurant,NM,**,2016,3.88,Recommended
Building materials supplier,MS,***,2019,3.33,Discreet
Raw food restaurant,WA,*,2020,4.22,Recommended
Tailor,WA,***,2017,4.06,Recommended
Country food restaurant,AL,**,2021,4.52,Highly recommended
Computer service,AL,**,2015,5.00,Highly recommended
Paintings store,WA,**,2020,4.59,Highly recommended
Grill,AL,**,2016,4.09,Recommended
Medical supply store,NM,*,2021,3.04,Discreet
Crane rental agency,NH,*,2017,4.50,Recommended
Event venue,MS,***,2021,4.28,Recommended
Tailor,AL,***,2021,4.43,Recommended
Vitamin & supplements store,WA,*,2015,3.33,Discreet
Pizza delivery,AL,*,2015,3.06,Discreet
Gyro restaurant,AL,*,2019,4.35,Recommended
Juice shop,NM,*,2017,4.16,Recommended
Latin American restaurant,NM,***,2021,3.99,Recommended
Children's clothing store,NM,***,2020,4.27,Recommended
Traditional restaurant,AL,*,2017,4.64,Highly recommended
Health food store,AL,**,2020,4.29,Recommended
Brunch restaurant,WA,**,2019,4.31,Recommended
Photo shop,WA,*,2015,2.83,Discreet
Silversmith,MS,**,2020,4.63,Highly recommended
Dairy supplier,WA,**,2017,3.67,Recommended
Dance school,WA,*,2019,4.23,Recommended
Pizza restaurant,WA,*,2018,3.99,Recommended
Home goods store,WA,****,2020,5.00,Highly recommended
Cell phone store,NM,*,2018,3.78,Recommended
Rug store,NM,***,2019,4.83,Highly recommended
Discount supermarket,NH,*,2018,3.96,Recommended
Office supply store,AL,**,2017,3.91,Recommended
Tool store,NM,*,2017,3.89,Recommended
Lingerie store,WA,*,2016,3.33,Discreet
Southwestern restaurant (US),NH,*,2016,3.88,Recommended
Event venue,MS,***,2018,4.49,Recommended
Furniture store,AL,***,2016,4.31,Recommended
Tailor,MS,**,2016,3.40,Discreet
Uniform store,WA,**,2018,4.20,Recommended
Polish restaurant,WA,*,2015,4.86,Highly recommended
Gluten-free restaurant,MS,***,2016,5.00,Highly recommended
Bistro,AL,***,2015,5.00,Highly recommended
Cheese shop,MS,**,2019,5.00,Highly recommended
Truck accessories store,NM,**,2018,4.33,Recommended
Malaysian restaurant,WA,**,2017,4.14,Recommended
Spanish restaurant,MS,**,2018,3.79,Recommended
Material handling equipment supplier,AL,**,2016,1.00,Not recommended
Men's clothing store,AL,**,2016,3.93,Recommended
Asian restaurant,NM,**,2017,4.16,Recommended
Raw food restaurant,WA,**,2016,4.27,Recommended
Crêperie,NH,**,2017,4.37,Recommended
Kosher restaurant,NM,*,2017,4.46,Recommended
Ham shop,WA,**,2016,4.00,Recommended
Venezuelan restaurant,MS,*,2016,5.00,Highly recommended
Pizza restaurant,NH,**,2019,4.22,Recommended
Brewpub,AL,**,2021,4.35,Recommended
Health food restaurant,MS,*,2017,5.00,Highly recommended
Gourmet grocery store,AL,**,2018,4.77,Highly recommended
Leather goods store,WA,***,2015,2.00,Not recommended
Mandarin restaurant,NH,*,2016,4.80,Highly recommended
Costa Rican restaurant,NM,**,2021,4.89,Highly recommended
Persian restaurant,AL,**,2019,4.52,Highly recommended
Deli,MS,*,2016,4.10,Recommended
Jewelry designer,NH,**,2017,5.00,Highly recommended
Live music bar,MS,**,2018,4.39,Recommended
Chinese takeaway,NM,*,2020,4.59,Highly recommended
Banner store,MS,**,2016,5.00,Highly recommended
Children's furniture store,WA,***,2021,4.10,Recommended
Shipping company,AL,**,2019,3.37,Discreet
Bar & grill,WA,***,2020,4.42,Recommended
Optometrist,NM,*,2016,5.00,Highly recommended
Kosher restaurant,WA,*,2021,3.77,Recommended
Fast food restaurant,NH,*,2020,3.67,Recommended
Takeout restaurant,NM,**,2021,3.97,Recommended
Coffee shop,NH,**,2016,4.26,Recommended
Dessert restaurant,NH,**,2021,4.38,Recommended
History museum,MS,**,2018,4.24,Recommended
Lunch restaurant,MS,***,2021,4.04,Recommended
Takeout restaurant,NH,*,2017,3.69,Recommended
Shopping mall,WA,**,2019,4.27,Recommended
Bed shop,WA,***,2018,4.31,Recommended
Women's clothing store,NH,**,2018,4.24,Recommended
Miniature golf course,WA,*,2016,4.17,Recommended
Venezuelan restaurant,MS,*,2015,1.00,Not recommended
Dress store,MS,**,2020,4.22,Recommended
Water ski shop,WA,**,2018,3.94,Recommended
Supermarket,WA,*,2015,3.33,Discreet
Perfume store,AL,***,2017,3.77,Recommended
Irrigation equipment supplier,WA,**,2017,5.00,Highly recommended
Bedroom furniture store,MS,*,2021,4.89,Highly recommended
Logistics service,MS,**,2020,3.76,Recommended
Saw sharpening service,WA,***,2020,5.00,Highly recommended
Soup shop,AL,*,2021,4.00,Recommended
Dog day care center,WA,**,2021,4.96,Highly recommended
Window installation service,WA,*,2017,2.22,Discreet
Software company,WA,***,2018,4.44,Recommended
Equipment rental agency,MS,*,2021,4.00,Recommended
Cuban restaurant,WA,**,2020,4.64,Highly recommended
Sports bar,NM,*,2016,4.23,Recommended
Dim sum restaurant,MS,**,2021,1.00,Not recommended
Dress store,NM,**,2021,3.68,Recommended
Lawn mower repair service,AL,***,2017,4.54,Highly recommended
Loan agency,WA,**,2016,3.33,Discreet
Italian restaurant,AL,*,2015,3.96,Recommended
Hunting store,MS,**,2021,4.00,Recommended
Beauty supply store,NM,***,2018,3.56,Recommended
Beer store,WA,*,2021,4.64,Highly recommended
Health food store,NH,*,2015,5.00,Highly recommended
Religious organization,MS,*,2021,4.57,Highly recommended
Novelty store,NM,***,2016,5.00,Highly recommended
Washer & dryer repair service,AL,**,2021,3.35,Discreet
Chocolate shop,AL,**,2016,5.00,Highly recommended
Korean restaurant,Unknown,*,2017,4.75,Highly recommended
Kennel,WA,**,2016,3.67,Recommended
Wedding service,WA,***,2015,2.56,Discreet
Western restaurant,NM,**,2019,4.61,Highly recommended
Family restaurant,NH,***,2021,4.65,Highly recommended
Grocery store,AL,***,2016,4.31,Recommended
Public bathroom,NH,*,2018,3.24,Discreet
Cuban restaurant,WA,**,2015,4.49,Recommended
Pawn shop,WA,**,2015,2.88,Discreet
Passport photo processor,MS,**,2016,4.39,Recommended
Distribution service,MS,*,2018,3.43,Discreet
Tool store,NM,*,2019,4.09,Recommended
Dog trainer,NM,**,2020,4.52,Highly recommended
Wine club,WA,**,2020,4.94,Highly recommended
Warehouse club,NM,*,2020,4.31,Recommended
Wine bar,NM,****,2018,4.55,Highly recommended
Gyro restaurant,NH,*,2015,4.75,Highly recommended
Chicken restaurant,MS,*,2019,3.91,Recommended
Modern European restaurant,WA,**,2017,4.64,Highly recommended
Church,MS,*,2020,4.11,Recommended
Japanese regional restaurant,WA,*,2019,4.70,Highly recommended
Fireplace store,NM,**,2021,3.88,Recommended
Office furniture store,NH,***,2017,3.67,Recommended
Flooring contractor,MS,*,2016,1.00,Not recommended
Mexican restaurant,Unknown,**,2020,4.00,Recommended
Italian restaurant,AL,**,2016,4.21,Recommended
Hardware store,AL,**,2015,4.19,Recommended
Live music bar,AL,*,2021,4.49,Recommended
Bar & grill,NM,***,2015,3.49,Discreet
Noodle shop,MS,**,2018,4.39,Recommended
Deli,NH,**,2018,4.39,Recommended
Organic food store,WA,***,2021,4.60,Highly recommended
Breakfast restaurant,WA,*,2018,3.72,Recommended
ATM,NM,*,2015,4.14,Recommended
Furniture rental service,AL,**,2018,4.28,Recommended
Sandwich shop,MS,**,2018,4.27,Recommended
Home theater store,WA,**,2020,4.02,Recommended
Fish & chips restaurant,WA,***,2019,4.19,Recommended
Tuxedo shop,NM,***,2020,4.13,Recommended
Sichuan restaurant,WA,*,2015,4.44,Recommended
Lingerie store,AL,*,2017,3.55,Recommended
Wood floor refinishing service,NM,**,2021,5.00,Highly recommended
Lawn mower store,AL,***,2016,3.77,Recommended
British restaurant,WA,**,2021,3.92,Recommended
Wood floor refinishing service,NH,**,2018,5.00,Highly recommended
Childrens store,WA,**,2018,3.70,Recommended
Seafood restaurant,AL,*,2015,3.32,Discreet
Moving supply store,WA,*,2017,3.47,Discreet
Jewelry store,WA,*,2015,3.94,Recommended
Pool hall,AL,**,2017,4.14,Recommended
Variety store,NH,**,2017,3.00,Discreet
Truck stop,AL,*,2019,4.12,Recommended
Goldsmith,NM,**,2015,1.50,Not recommended
Custom t-shirt store,NH,***,2017,4.70,Highly recommended
Watch repair service,NM,***,2020,4.30,Recommended
Clothing store,NH,***,2019,4.21,Recommended
Rental,MS,**,2019,4.36,Recommended
Discount store,MS,*,2017,4.07,Recommended
Fashion accessories store,WA,**,2015,3.50,Recommended
Tuxedo shop,WA,**,2016,3.81,Recommended
Kitchen supply store,AL,*,2016,4.20,Recommended
Digital printer,WA,*,2018,3.85,Recommended
Window treatment store,MS,*,2017,4.03,Recommended
Nail salon,AL,*,2020,3.79,Recommended
Tool repair shop,NM,**,2021,4.00,Recommended
Musician,WA,*,2015,5.00,Highly recommended
Gyro restaurant,AL,**,2019,4.40,Recommended
Australian restaurant,MS,**,2020,4.25,Recommended
Chicken wings restaurant,WA,*,2020,3.71,Recommended
Banner store,AL,**,2020,4.66,Highly recommended
Moroccan restaurant,WA,*,2015,4.00,Recommended
Linens store,MS,**,2020,4.33,Recommended
Traditional American restaurant,NM,**,2016,3.52,Recommended
Chicken restaurant,AL,**,2017,4.05,Recommended
Concert hall,WA,**,2017,4.52,Highly recommended
Frozen yogurt shop,AL,**,2020,4.51,Highly recommended
Bedding store,NM,*,2017,3.76,Recommended
Food producer,WA,***,2020,4.79,Highly recommended
Washer & dryer repair service,Unknown,**,2021,3.60,Recommended
HVAC contractor,WA,*,2021,3.86,Recommended
Pool billard club,NH,**,2020,4.29,Recommended
Painting,AL,**,2020,4.63,Highly recommended
Bagel shop,WA,*,2016,4.24,Recommended
Cigar shop,MS,**,2017,4.58,Highly recommended
Snack bar,WA,*,2019,2.83,Discreet
Paint manufacturer,MS,**,2018,4.77,Highly recommended
Catering food and drink supplier,NM,**,2018,4.22,Recommended
Appliance repair service,WA,**,2016,4.13,Recommended
Clothing store,WA,***,2021,4.44,Recommended
Wood floor installation service,MS,**,2020,5.00,Highly recommended
Wood floor installation service,NM,**,2021,5.00,Highly recommended
Social club,WA,**,2017,3.72,Recommended
Alternative fuel station,NH,**,2021,3.19,Discreet
Skate shop,NM,**,2021,4.14,Recommended
Villa,WA,*,2018,4.40,Recommended
Steak house,AL,***,2016,4.20,Recommended
Mongolian barbecue restaurant,NM,**,2020,4.22,Recommended
Dominican restaurant,MS,**,2019,4.65,Highly recommended
Internet cafe,NH,*,2016,4.51,Highly recommended
Outlet store,MS,*,2020,4.19,Recommended
Lounge,WA,**,2021,4.30,Recommended
Bait shop,WA,**,2017,4.29,Recommended
Outerwear store,WA,**,2018,4.00,Recommended
European restaurant,AL,***,2018,4.81,Highly recommended
Grocery store,NH,***,2019,4.23,Recommended
Plus size clothing store,NM,**,2020,4.59,Highly recommended
Baby clothing store,MS,**,2016,4.73,Highly recommended
Fastener supplier,WA,***,2019,4.70,Highly recommended
Dress store,NH,**,2017,4.50,Recommended
Convenience store,WA,*,2019,2.81,Discreet
Window treatment store,AL,***,2019,4.08,Recommended
Digital printer,AL,**,2017,4.90,Highly recommended
Frozen dessert supplier,NM,*,2018,4.35,Recommended
Antique store,MS,*,2015,5.00,Highly recommended
Pool hall,AL,**,2020,3.83,Recommended
Appliance repair service,NM,**,2018,1.71,Not recommended
Nail salon,MS,*,2020,3.82,Recommended
Security service,NM,**,2018,4.62,Highly recommended
