category,state,price,year,avg_rating,business suggestion
Mexican restaurant,MS,**,2021,4.119802397249006,Recommended
Shipping service,MS,**,2017,3.3767043142043143,Discreet
Seafood market,WA,*,2017,4.157864139243182,Recommended
Truck stop,AL,*,2017,4.142857142857143,Recommended
Church,AL,*,2018,3.3027777777777785,Discreet
Billiards supply store,AL,*,2016,4.333333333333333,Recommended
Video game store,Unknown,**,2017,3.83,Recommended
Yarn store,NM,**,2020,4.196523629594701,Recommended
Thrift store,WA,*,2016,3.8281352046344437,Recommended
Watch store,NM,**,2021,4.214478114478115,Recommended
Cosmetics store,WA,***,2021,4.053349324286824,Recommended
Fashion accessories store,NM,*,2019,4.104158561339877,Recommended
Restaurant,NH,***,2015,4.49047619047619,Recommended
Video game rental store,MS,*,2015,4.0,Recommended
Knitting instructor,WA,**,2016,4.857142857142857,Highly recommended
Barber shop,NM,**,2018,4.5,Recommended
Cajun restaurant,MS,**,2018,4.298716398926634,Recommended
Cocktail bar,WA,****,2015,4.4,Recommended
Sandwich shop,AL,*,2018,3.8550989296829417,Recommended
Bridal shop,AL,**,2018,4.594444444444444,Highly recommended
Mandarin restaurant,AL,**,2015,4.5,Recommended
Caterer,MS,**,2019,4.345033011541332,Recommended
T-shirt store,AL,***,2016,3.9768518518518525,Recommended
Telecommunications service provider,NH,**,2020,4.272924540654644,Recommended
Custom label printer,NM,**,2020,4.214285714285714,Recommended
Remodeler,WA,*,2021,3.857142857142857,Recommended
Manufacturer,NM,***,2018,5.0,Highly recommended
Video store,AL,*,2016,4.369047619047619,Recommended
Bedding store,WA,**,2021,4.086738212449553,Recommended
Watch repair service,AL,**,2017,1.92,Not recommended
Outerwear store,AL,**,2016,4.5,Recommended
Wood floor installation service,WA,**,2018,3.78125,Recommended
Sushi restaurant,NM,***,2019,4.066666666666666,Recommended
Goldsmith,MS,**,2019,4.404040404040404,Recommended
Steak house,NM,*,2020,4.219241238684473,Recommended
Electronics wholesaler,NM,**,2020,4.5,Recommended
Event venue,WA,***,2016,4.242795401356361,Recommended
Lingerie store,Unknown,***,2017,3.4615384615384617,Discreet
Frozen yogurt shop,WA,**,2020,4.0777161415298,Recommended
Down home cooking restaurant,AL,*,2018,4.443204829856733,Recommended
Office supply store,MS,**,2017,3.754930869075367,Recommended
Business to business service,MS,**,2019,4.0004587440875525,Recommended
Event venue,NM,*,2017,4.380952380952381,Recommended
Pet supply store,AL,**,2016,4.207432052074908,Recommended
Hardware store,NM,**,2015,3.7543209876543213,Recommended
Home theater store,NH,**,2020,4.005756209481392,Recommended
Shopping mall,WA,***,2017,3.233333333333333,Discreet
Doll store,MS,**,2019,5.0,Highly recommended
Furniture store,AL,**,2015,3.8921031271360214,Recommended
Cafe,NH,***,2018,4.611940298507463,Highly recommended
Fusion restaurant,NM,***,2017,4.675675675675675,Highly recommended
Landscaping supply store,NH,*,2017,3.0,Discreet
Brewery,AL,*,2015,4.857142857142858,Highly recommended
Optometrist,AL,**,2017,2.3333333333333335,Discreet
Hot dog restaurant,WA,**,2019,4.324695184623961,Recommended
Fine dining restaurant,AL,****,2015,3.659090909090909,Recommended
Window treatment store,AL,**,2015,4.96,Highly recommended
Knit shop,AL,**,2019,4.293100190282984,Recommended
Engraver,NH,**,2015,1.0,Not recommended
Trailer supply store,NH,*,2016,3.627645502645503,Recommended
Coffee wholesaler,NH,*,2019,4.733333333333333,Highly recommended
Takeout Restaurant,NM,***,2015,4.444444444444445,Recommended
Security service,NH,**,2019,1.0,Not recommended
Cutlery store,NM,**,2019,4.272014349379633,Recommended
Equipment rental agency,NH,*,2016,3.0,Discreet
Wedding store,MS,***,2021,4.825934873420906,Highly recommended
Wholesale bakery,WA,*,2015,3.919605791034362,Recommended
Department store,AL,***,2020,4.406144446524578,Recommended
Outdoor sports store,AL,**,2018,4.3641898279447915,Recommended
Eclectic restaurant,NM,**,2016,3.99921679197995,Recommended
Car wash,NM,*,2021,2.7,Discreet
Tool wholesaler,AL,***,2020,4.5,Recommended
Book store,MS,*,2019,4.418256872800414,Recommended
Banquet hall,NH,**,2017,4.141996150326591,Recommended
Hookah bar,NH,*,2020,4.368421052631579,Recommended
Cocktail bar,NH,*,2019,4.123665223665224,Recommended
Home goods store,AL,**,2019,4.314606784171707,Recommended
Appliance store,Unknown,*,2021,3.844311377245509,Recommended
Tex-Mex restaurant,NM,*,2020,3.7018481805781045,Recommended
Fried chicken takeaway,MS,*,2018,4.532249234280299,Highly recommended
Wedding planner,WA,**,2015,3.125,Discreet
Billiards supply store,WA,**,2018,4.269406392694064,Recommended
Electronics store,NM,*,2021,4.002324209279347,Recommended
Bedroom furniture store,AL,*,2016,4.287962962962963,Recommended
Lawn mower store,NH,**,2020,4.386551840594393,Recommended
Live music bar,NM,***,2016,4.615384615384615,Highly recommended
Caribbean restaurant,NH,**,2019,5.0,Highly recommended
Baking supply store,AL,**,2016,4.1,Recommended
Down home cooking restaurant,NH,**,2018,3.8029350104821806,Recommended
Scenic spot,AL,**,2020,4.372881355932203,Recommended
Freight forwarding service,NM,**,2021,4.1923076923076925,Recommended
Sporting goods store,AL,*,2019,3.9442313256477703,Recommended
Laundromat,WA,*,2019,4.3577981651376145,Recommended
Rustic furniture store,WA,**,2018,4.235366911455258,Recommended
Asian fusion restaurant,MS,**,2021,4.367251461988304,Recommended
Jewelry store,WA,****,2020,3.994553376906318,Recommended
Juice shop,MS,*,2019,4.153278533959212,Recommended
Gift basket store,MS,**,2016,4.666666666666666,Highly recommended
Drug store,NM,*,2015,3.6608695652173915,Recommended
Volleyball court,WA,*,2016,4.142857142857143,Recommended
Pet store,NH,**,2018,4.094517160864393,Recommended
Tire shop,NH,*,2016,2.8380952380952382,Discreet
Van rental agency,NM,*,2015,3.8240740740740744,Recommended
Computer repair service,NH,**,2018,4.611111111111111,Highly recommended
Hair salon,AL,***,2021,4.75,Highly recommended
Bedding store,WA,**,2015,3.7529761904761907,Recommended
Creole restaurant,NH,**,2015,5.0,Highly recommended
Toy store,WA,***,2015,4.6,Highly recommended
Garden center,AL,*,2019,4.308963496918556,Recommended
Lumber store,AL,***,2019,4.3125,Recommended
Bar,NH,*,2015,4.207695578231293,Recommended
Auto repair shop,AL,*,2021,3.3644444444444446,Discreet
Yarn store,WA,**,2019,4.265314980866857,Recommended
Mobile phone repair shop,WA,***,2015,3.2855192703059313,Discreet
Deli,AL,*,2019,4.235555279620946,Recommended
Home improvement store,AL,*,2020,4.184245809395628,Recommended
Asian restaurant,WA,*,2015,4.004096394032694,Recommended
Fine dining restaurant,MS,****,2021,4.354838709677419,Recommended
Children's furniture store,NM,**,2017,3.833079268292683,Recommended
Stylist,MS,**,2019,4.2,Recommended
Yarn store,NH,**,2020,4.202972403153698,Recommended
Small engine repair service,AL,***,2017,3.1666666666666665,Discreet
Criminal justice attorney,Unknown,*,2016,5.0,Highly recommended
Social services organization,WA,**,2020,4.571428571428571,Highly recommended
Sofa store,NM,***,2018,3.6666666666666665,Recommended
Supermarket,WA,*,2018,3.8667847484707134,Recommended
Tailor,WA,***,2018,4.0375,Recommended
Asian restaurant,AL,*,2016,3.88717422186342,Recommended
Southern Italian restaurant,AL,**,2019,4.422535211267606,Recommended
Grill store,NM,*,2018,4.013520498855984,Recommended
Window treatment store,AL,*,2021,4.30200621918593,Recommended
Snack bar,MS,*,2019,2.9720342522974104,Discreet
Cannabis store,WA,*,2020,4.311111111111111,Recommended
Teppanyaki restaurant,WA,**,2018,4.429085525233671,Recommended
Greek restaurant,WA,***,2016,4.6,Highly recommended
Beach volleyball court,WA,*,2017,4.114285714285714,Recommended
Health food restaurant,AL,**,2017,4.20862933175596,Recommended
Shoe store,NM,**,2015,3.6696078431372547,Recommended
Knit shop,WA,**,2019,4.237410056497237,Recommended
Asian fusion restaurant,WA,**,2017,4.316573548106206,Recommended
Brewery,MS,**,2019,4.610062893081761,Highly recommended
Steak house,NM,**,2015,3.2509535824573104,Discreet
Home automation company,NH,**,2020,3.6666666666666665,Recommended
Kebab shop,AL,**,2021,4.5,Recommended
Plumbing supply store,MS,**,2017,4.4523809523809526,Recommended
Toy store,NM,*,2020,3.99738969380027,Recommended
Book store,NM,*,2016,3.709786255411256,Recommended
Sandwich shop,Unknown,*,2015,2.9,Discreet
Western apparel store,WA,**,2016,3.6666666666666665,Recommended
Landscaping supply store,WA,***,2015,5.0,Highly recommended
Restaurant or cafe,AL,**,2015,4.8,Highly recommended
Bar PMU,NM,*,2018,4.549450549450549,Highly recommended
Acupuncture clinic,WA,**,2019,3.0,Discreet
Optician,MS,*,2018,3.0,Discreet
Tool rental service,MS,*,2021,4.0,Recommended
Used office furniture store,AL,**,2020,3.134163059163059,Discreet
Body piercing shop,MS,**,2018,4.4632478632478625,Recommended
Garden center,NH,***,2021,5.0,Highly recommended
Spanish restaurant,MS,*,2019,4.158227848101266,Recommended
Bathroom supply store,NM,**,2015,3.75,Recommended
Tex-Mex restaurant,AL,**,2020,4.023088094434493,Recommended
Plumber,WA,*,2019,4.303030303030303,Recommended
Home theater store,WA,**,2016,3.745808319806885,Recommended
Spanish restaurant,AL,**,2017,4.385454545454546,Recommended
Truck accessories store,AL,**,2018,4.763888888888889,Highly recommended
Seafood market,AL,*,2016,4.0,Recommended
Indian grocery store,WA,**,2016,2.833333333333333,Discreet
Men's clothing store,NH,*,2020,4.24649666992643,Recommended
Brewpub,AL,**,2021,4.347556613849938,Recommended
Mediterranean restaurant,NH,*,2021,4.4751515151515155,Recommended
Meal delivery,WA,**,2019,4.453125,Recommended
Health food restaurant,AL,*,2021,4.30251490933309,Recommended
Grocery store,WA,*,2017,4.083779387851059,Recommended
Lighting store,NH,***,2017,3.666666666666667,Recommended
Chocolate artisan,WA,**,2019,4.489130434782608,Recommended
Health food restaurant,WA,**,2021,4.154000127283437,Recommended
Lounge,WA,***,2019,4.265737744153878,Recommended
Building materials supplier,NM,*,2016,3.594130454964309,Recommended
South Asian restaurant,WA,**,2020,3.864865255359251,Recommended
Chocolate factory,NM,**,2021,5.0,Highly recommended
Gourmet grocery store,MS,***,2021,4.666666666666667,Highly recommended
Fashion accessories store,NM,****,2016,4.0,Recommended
Wedding store,MS,***,2015,3.6,Recommended
Craft store,MS,**,2018,4.45923851876747,Recommended
Brazilian restaurant,MS,**,2018,3.793103448275862,Recommended
Mandarin restaurant,MS,**,2016,4.666666666666667,Highly recommended
Organic restaurant,WA,****,2015,4.333333333333333,Recommended
Boat rental service,AL,**,2017,4.222222222222222,Recommended
Oyster bar restaurant,MS,**,2018,4.33553028256782,Recommended
Handbags shop,MS,***,2019,4.537313432835821,Highly recommended
Propane supplier,MS,**,2019,4.369468953219444,Recommended
Party store,WA,**,2020,3.9744725748379772,Recommended
Pool billard club,NH,**,2017,4.169354838709677,Recommended
Venezuelan restaurant,AL,**,2016,4.7727272727272725,Highly recommended
Electronics store,NH,*,2019,3.7058672558344368,Recommended
Shipping service,AL,**,2015,1.851190476190476,Not recommended
Gastropub,NM,**,2020,4.532935668914004,Highly recommended
Propane supplier,AL,*,2021,2.7028061224489797,Discreet
Fire alarm supplier,AL,**,2016,1.0,Not recommended
Contractor,NM,*,2016,3.75,Recommended
Tea house,WA,***,2021,4.375,Recommended
Box lunch supplier,WA,**,2018,3.982177479109517,Recommended
Shipping and mailing service,AL,**,2019,3.3968003595620218,Discreet
Ice cream shop,Unknown,*,2018,4.048177083333333,Recommended
Vintage clothing store,NH,*,2020,4.052549319050359,Recommended
Flag store,WA,**,2021,5.0,Highly recommended
Supermarket,NM,**,2021,4.5526906382558945,Highly recommended
Women's clothing store,Unknown,***,2017,3.4615384615384617,Discreet
Dessert shop,MS,**,2019,4.46917731010533,Recommended
Jewelry store,NM,**,2017,3.651751951287591,Recommended
Internet service provider,NM,**,2020,3.8398139084377316,Recommended
Discount supermarket,AL,*,2019,3.9097977055339257,Recommended
Pet store,WA,**,2021,4.302741410221007,Recommended
Casino,MS,**,2021,3.691943127962085,Recommended
Bathroom supply store,MS,*,2015,3.8035714285714284,Recommended
Internet cafe,WA,**,2016,4.069608739805916,Recommended
Beauty supply store,NM,***,2018,3.5647759103641454,Recommended
Caribbean restaurant,NM,**,2021,4.744242424242425,Highly recommended
Eye care center,NH,*,2018,2.7083333333333335,Discreet
Light bulb supplier,WA,***,2021,4.444444444444445,Recommended
Modern izakaya restaurants,WA,**,2019,4.646473779385172,Highly recommended
Software company,WA,***,2018,4.442065521860918,Recommended
Modern European restaurant,WA,**,2021,4.569230769230769,Highly recommended
Electronics repair shop,NH,**,2015,3.0,Discreet
Vegan restaurant,AL,**,2015,4.1516093474426805,Recommended
Abrasives supplier,MS,**,2020,3.3333333333333335,Discreet
Ski rental service,WA,***,2021,4.476190476190476,Recommended
Gift shop,Unknown,**,2021,3.9583333333333335,Recommended
Truck accessories store,MS,**,2021,4.5,Recommended
Dessert shop,NM,*,2021,4.3068215781321095,Recommended
Coffee roasters,WA,**,2017,4.5726955293966185,Highly recommended
Brewpub,AL,*,2019,4.609756097560975,Highly recommended
Video arcade,AL,*,2020,4.641818181818182,Highly recommended
Lumber store,WA,*,2016,2.5,Discreet
Refrigerator repair service,NH,**,2015,4.299450549450549,Recommended
Mandarin restaurant,WA,**,2020,4.156836452379088,Recommended
Puerto Rican restaurant,AL,*,2016,4.830808080808081,Highly recommended
Comic book store,MS,*,2017,4.282353713041743,Recommended
Hoagie restaurant,WA,*,2016,3.5277777777777772,Recommended
Bead wholesaler,NH,**,2017,4.196172248803828,Recommended
Snowboard shop,NH,**,2016,5.0,Highly recommended
Restaurant,AL,***,2018,4.534334478861902,Highly recommended
Costume store,AL,**,2019,3.7815907897233467,Recommended
Gay bar,MS,*,2020,4.450757575757576,Recommended
ATV repair shop,AL,***,2020,4.666666666666667,Highly recommended
Crêperie,NH,*,2016,4.5,Recommended
Christian church,WA,*,2020,5.0,Highly recommended
Rustic furniture store,AL,***,2017,4.571428571428571,Highly recommended
Mexican torta restaurant,AL,*,2021,3.8823529411764706,Recommended
Tool store,Unknown,*,2015,3.8666666666666667,Recommended
Linens store,NM,*,2018,4.406845238095238,Recommended
Dress store,MS,*,2015,5.0,Highly recommended
Mexican goods store,MS,*,2021,4.3,Recommended
Pizza delivery,WA,*,2020,3.7755118035886768,Recommended
Catering food and drink supplier,NH,**,2015,3.3414160401002504,Discreet
Photo shop,NH,**,2018,4.5,Recommended
Peruvian restaurant,WA,**,2018,4.175105524771839,Recommended
Wholesale grocer,Unknown,*,2016,4.043478260869565,Recommended
Takeout restaurant,MS,**,2021,3.722483011444921,Recommended
Tourist attraction,WA,*,2017,4.597938144329897,Highly recommended
Romanian restaurant,WA,*,2018,4.619718309859155,Highly recommended
Fresh food market,WA,**,2016,4.5,Recommended
Flooring contractor,AL,*,2018,4.3,Recommended
Coffee store,NH,*,2019,3.229411764705883,Discreet
Television repair service,MS,**,2021,1.0,Not recommended
Mobile caterer,WA,*,2015,3.9111111111111114,Recommended
Wi-Fi spot,AL,*,2020,4.503134796238244,Highly recommended
Natural goods store,AL,*,2020,4.4966401414677275,Recommended
Community center,AL,*,2021,4.75,Highly recommended
Scaffolding rental service,NM,*,2021,4.1,Recommended
Mandarin restaurant,NH,*,2021,4.294117647058823,Recommended
Embroidery service,MS,**,2020,3.8384615384615386,Recommended
Meat packer,NH,*,2019,4.25,Recommended
Furniture store,MS,***,2020,4.500647451963241,Highly recommended
Fish store,AL,**,2017,3.9999345051525075,Recommended
Dog day care center,WA,*,2021,5.0,Highly recommended
Sunglasses store,WA,****,2016,4.0,Recommended
Cake shop,WA,**,2021,4.309023934162979,Recommended
Candy store,WA,*,2016,3.1496598639455784,Discreet
Leather goods store,NM,***,2015,5.0,Highly recommended
Refrigerator repair service,WA,**,2018,3.8994238942261252,Recommended
Down home cooking restaurant,WA,**,2019,4.126486548794426,Recommended
Lawn mower repair service,MS,**,2017,5.0,Highly recommended
Bathroom supply store,Unknown,*,2016,3.2865612648221343,Discreet
Fence supply store,WA,*,2021,4.364600165134925,Recommended
Camera repair shop,WA,****,2020,3.857142857142857,Recommended
Dessert shop,Unknown,*,2018,4.006187161639597,Recommended
Shoe store,AL,*,2016,3.9191498925910695,Recommended
Beer hall,NH,**,2015,4.513888888888889,Highly recommended
Barbecue restaurant,NM,**,2018,4.286554268124771,Recommended
Brunch restaurant,AL,*,2018,4.05733797183292,Recommended
Night club,WA,**,2016,4.036792125611375,Recommended
Korean restaurant,WA,*,2018,4.410576229846175,Recommended
Musical instrument rental service,WA,*,2018,4.214285714285714,Recommended
Home improvement store,AL,*,2016,3.9407661268817584,Recommended
Wedding venue,AL,***,2015,3.0357142857142856,Discreet
Wedding venue,MS,*,2018,4.7272727272727275,Highly recommended
Dim sum restaurant,WA,**,2015,3.7103990639875803,Recommended
Piano bar,WA,**,2019,4.117075664621677,Recommended
